West Ham United,Issa Diop,2018/2019
Liverpool,Elijah Dixon-Bonner,2021/2022
Liverpool,Elijah Dixon-Bonner,2020/2021
Liverpool,Elijah Dixon-Bonner,2019/2020
Southampton,Moussa Djenepo,2021/2022
Southampton,Moussa Djenepo,2020/2021
Southampton,Moussa Djenepo,2019/2020
Everton,Lewis Dobbin,2021/2022
Burnley,Owen Dodgson,2021/2022
Tottenham Hotspur,Matt Doherty,2021/2022
Tottenham Hotspur,Matt Doherty,2020/2021
Wolverhampton Wanderers,Matt Doherty,2020/2021
Wolverhampton Wanderers,Matt Doherty,2019/2020
Wolverhampton Wanderers,Matt Doherty,2018/2019
Wolverhampton Wanderers,Matt Doherty,2011/2012
Wolverhampton Wanderers,Matt Doherty,2010/2011
Watford,Domingos Quina,2021/2022
Watford,Domingos Quina,2019/2020
Watford,Domingos Quina,2018/2019
West Ham United,Domingos Quina,2018/2019
West Ham United,Domingos Quina,2017/2018
West Ham United,Domingos Quina,2016/2017
Everton,Abdoulaye Doucouré,2021/2022
Everton,Abdoulaye Doucouré,2020/2021
Watford,Abdoulaye Doucouré,2019/2020
Watford,Abdoulaye Doucouré,2018/2019
Watford,Abdoulaye Doucouré,2017/2018
Watford,Abdoulaye Doucouré,2016/2017
Watford,Abdoulaye Doucouré,2015/2016
Aston Villa,Douglas Luiz,2021/2022
Aston Villa,Douglas Luiz,2020/2021
Aston Villa,Douglas Luiz,2019/2020
Manchester City,Douglas Luiz,2018/2019
Norwich City,Kieran Dowell,2021/2022
Sheffield United (Loan),Kieran Dowell,2019/2020
Everton,Kieran Dowell,2019/2020
Everton,Kieran Dowell,2018/2019
Everton,Kieran Dowell,2016/2017
Everton,Kieran Dowell,2015/2016
Everton,Kieran Dowell,2014/2015
Manchester City,Tommy Doyle,2021/2022
Manchester City,Tommy Doyle,2020/2021
Manchester City U21,Tommy Doyle,2019/2020
Manchester City,Tommy Doyle,2019/2020
Leeds United,Cody Drameh,2021/2022
Leeds United,Cody Drameh,2020/2021
Chelsea,Danny Drinkwater,2021/2022
Aston Villa (Loan),Danny Drinkwater,2020/2021
Aston Villa (Loan),Danny Drinkwater,2019/2020
Burnley (Loan),Danny Drinkwater,2019/2020
Chelsea,Danny Drinkwater,2019/2020
Chelsea,Danny Drinkwater,2018/2019
Chelsea,Danny Drinkwater,2017/2018
Leicester City,Danny Drinkwater,2017/2018
Leicester City,Danny Drinkwater,2016/2017
Leicester City,Danny Drinkwater,2015/2016
Leicester City,Danny Drinkwater,2014/2015
Manchester United,Danny Drinkwater,2011/2012
Manchester United,Danny Drinkwater,2010/2011
Manchester United,Danny Drinkwater,2009/2010
Manchester United,Danny Drinkwater,2008/2009
Burnley,Anthony Driscoll-Glennon,2021/2022
Burnley,Anthony Driscoll-Glennon,2020/2021
Burnley,Anthony Driscoll-Glennon,2019/2020
